question,optionA,optionB,optionC,optionD,answer,,,,,,,,,,,,,topic_chapter,topic_confidence,all_topics,matched_keywords,topic_section_id,topic_section_title,topic_section_confidence,all_sections,matched_section_keywords
What term is applied to the exchange of dissolved gases between capillary blood and body tissues?,Internal respiration,External respiration,Ventilation,Cellular respiration,A,,,,,,,,,,,,,Chapter 10 - Lymphatic System,0.989,Chapter 10 - Lymphatic System; Chapter 9 - Respiratory System,"and, blood, capillari, of, term, tissue, to",,,0.000,,
Between which two anatomical structures does the Larynx lie?,The nares and the choanae,The epiglottis and the trachea,The choanae and the glottis,The glottis and the epiglottis,B,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.808,Chapter 16 - Endocrine System; Chapter 1 - Chemicals,"between, the, two",chapter_16::16_4_pituitary_gland_hypothalamus_heads_up,16.4 Pituitary Gland & Hypothalamus (Heads-up),0.926,chapter_16::16_4_pituitary_gland_hypothalamus_heads_up,"between, the, two"
What is the function of the ciliated cells of the respiratory epithelium?,to trap inhaled particles not removed by the nasal cavity,to secrete a mucus layer onto the epithelium,to move mucus and trapped particles up the bronchial tree,to secrete surfactant that decreases water surface tension,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.996,Chapter 1 - Chemicals,"cell, function, function of, is, of, the",,,0.000,,
Why is it that bronchioles can constrict and so reduce their diameter while sec- ondary bronchi and respiratory bronchioles cannot constrict?,Bronchioles have smooth muscle but no cartilage in their walls while sec- ondary bronchi are supported by cartilage.,Bronchioles have smooth muscle but no cartilage in their walls while respi- ratory bronchioles are supported by cartilage.,Bronchioles have cartilage but no smooth muscle in their walls while sec- ondary bronchi are supported by cartilage.,Bronchioles have cartilage but no smooth muscle in their walls while respi- ratory bronchioles only have smooth muscle in their walls.,A,,,,,,,,,,,,,Chapter 9 - Respiratory System,0.995,Chapter 9 - Respiratory System,"REGEX:\b(alveol\w+|bronch\w+|diaphragm|haemoglobin|hemoglobin)\b, and, bronchi, is, it, respiratori",,,0.000,,
"A person with severe trauma to the cervical region has damage to the spinal cord. If the spinal cord is severed between C3 and C4, what is the likely outcome?",The person will be able to breathe but will have paralysis of the lower limbs.,The person will be able to breathe but will have paralysis of the upper and lower limbs.,"The person will be able to breathe with the intercostal muscles, but will lose the use of the diaphragm have paralysis of the upper and lower limbs.",The person will be unable to breathe and will have paralysis of the upper and lower limbs.,D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.998,Chapter 1 - Chemicals; Chapter 2 - Classification,"a, and, is, the, to, with",,,0.000,,
The goal of respiration is to control the concentration of which substances dis- solved in the blood?,oxygen,oxygen and carbon dioxide,"oxygen, carbon dioxide and hydrogen ions","oxygen, carbon dioxide, hydrogen ions and ATP",C,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.999,Chapter 16 - Endocrine System; Chapter 1 - Chemicals,"blood, concentration, control, in, of, the, to",,,0.000,,
The walls of the following structures are all supported by cartilage except for one of them. Which one?,bronchioles,trachea,bronchi,larynx,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.989,Chapter 1 - Chemicals; Chapter 16 - Endocrine System; Chapter 10 - Lymphatic System; Chapter 2 - Classification,"are, by, for, of, structure, the",,,0.000,,
What constitutes the respiratory membrane?,the parietal and visceral pleurae and enclosed pleural ﬂ uid,"capillary and alveolar epithelial cells, their basement membranes and adja- cent ﬂ uid",the alveolar surface ﬂ uid and epithelial cells,"alveolar epithelial and septal cells, ciliated cells, macrophages and surfactant.",B,,,,,,,,,,,,,Chapter 9 - Respiratory System,0.628,Chapter 9 - Respiratory System,respiratori,,,0.000,,
What is the “cribriform plate”?,That part of the nose with three folds of tissue called conchae.,The structure that separates the nose from the nasopharynx.,Part of the ethmoid bone through which olfactory nerves pass.,The nose structure through which air is warmed and humidiﬁ ed as it passes.,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.671,Chapter 1 - Chemicals,"is, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.828,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"is, the"
What is a good deﬁ nition of “internal respiration”?,A.The exchange of gases between body tissues and capillary blood.,B.Ventilation of the lungs.,C.The production of ATP and CO 2 from small molecules using O 2 .,D.The exchange of gases between the alveoli and pulmonary capillaries.,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.808,Chapter 1 - Chemicals; Chapter 9 - Respiratory System,"a, is, of",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.926,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_4_classification_of_living_organisms_heads_up; chapter_9::9_3_diffusion_transport_of_oxygen_heads_up; chapter_9::9_x_control_of_breathing_heads_up,"a, is, of"
Which statement may be used to deﬁ ne a bronchiole?,They are the airways that branch from the left and right primary bronchi.,They are kept open by “C” shaped rings of cartilage.,Their walls have supporting cartilage between smooth muscle.,Their walls contain smooth muscle but no cartilage.,D,,,,,,,,,,,,,Chapter 2 - Classification,0.956,Chapter 2 - Classification; Chapter 1 - Chemicals,"REGEX:\b(alveol\w+|bronch\w+|diaphragm|haemoglobin|hemoglobin)\b, a, be, to, us",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.886,chapter_2::2_5_the_animal_kingdom_heads_up,"REGEX:\b(alveol\w+|bronch\w+|diaphragm|haemoglobin|hemoglobin)\b, a, to"
One statement below about the larynx is correct. Which one?,It has walls lined with ciliated cells,It has walls made of cartilage,It has walls made of bone,It has walls made of muscle,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.626,Chapter 1 - Chemicals; Chapter 16 - Endocrine System; Chapter 10 - Lymphatic System,"is, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.789,chapter_1::1_2_elements_and_atoms_heads_up; chapter_16::16_4_pituitary_gland_hypothalamus_heads_up; chapter_10::10_2_1_lymphatic_vessels_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"is, the"
How is the diaphragm innervated?,By the parasympathetic division arising from the sacral region,By the spinal nerves arising from T5 to T10,By the phrenic nerves arising from C5 to C7,By the phrenic nerves arising from C3 to C5,D,,,,,,,,,,,,,Chapter 2 - Classification,0.878,Chapter 2 - Classification; Chapter 1 - Chemicals,"REGEX:\b(alveol\w+|bronch\w+|diaphragm|haemoglobin|hemoglobin)\b, how, the",,,0.000,,
The respiratory centre of the brain controls the respiratory muscles. Which of the following does NOT happen?,An increase in carbon dioxide blood concentration stimulates peripheral chemoreceptors to signal the respiratory centre.,A decrease in blood pH stimulates peripheral chemoreceptors to signal the respiratory centre.,Hydronium ions cross the blood-brain barrier to directly stimulate the cen- tral chemoreceptors of the respiratory centre.,A decrease in oxygen blood concentration stimulates peripheral chemore- ceptors to signal the respiratory centre.,C,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.996,Chapter 16 - Endocrine System,"control, of, of the, the",,,0.000,,
To what does the term “external respiration” refer?,ventilation of the lungs (breathing),exchange of gases between alveolar air and lung capillaries,the production by cells of ATP from small molecules and oxygen,exchange of dissolved gases between capillary blood and body tissues,B,,,,,,,,,,,,,Chapter 10 - Lymphatic System,0.716,Chapter 10 - Lymphatic System; Chapter 2 - Classification,"term, to",,,0.000,,
What distinguishes bronchioles from the larger bronchi?,bronchioles have no cartilage in their walls,bronchioles have smooth muscle in their walls,bronchioles collapse between exhalation and inhalation,the alveoli open onto these air passages,A,,,,,,,,,,,,,Chapter 9 - Respiratory System,0.888,Chapter 9 - Respiratory System; Chapter 16 - Endocrine System,"REGEX:\b(alveol\w+|bronch\w+|diaphragm|haemoglobin|hemoglobin)\b, bronchi",,,0.000,,
Which structures are included in the respiratory membrane?,alveolar ﬂ uid and surfactant,"alveolar ﬂ uid, surfactant and epithelial cells of alveoli","alveolar ﬂ uid, surfactant, epithelial cells of alveoli and basement membrane of epithelial cell","alveolar ﬂ uid, surfactant, epithelial cells of alveoli, basement membrane of epithelial cell and endothelial cell of capillary",D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.941,Chapter 1 - Chemicals,"are, in, in the, structure, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.930,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"are, in, the"
How is the diaphragm innervated?,from the respiratory centre in concert with chemoreceptors that detect blood oxygen level,by the spinal nerves arising from thoracic vertebrae at the same level,by the phrenic nerve arising from vertebrae C3 to C5,by the vagus nerve arising from the medulla oblongata,C,,,,,,,,,,,,,Chapter 2 - Classification,0.878,Chapter 2 - Classification; Chapter 1 - Chemicals,"REGEX:\b(alveol\w+|bronch\w+|diaphragm|haemoglobin|hemoglobin)\b, how, the",,,0.000,,
What mechanism transports the largest portion of oxygen around the body?,oxygen is carried bound to plasma proteins,oxygen is transported in solution dissolved in blood plasma,oxygen is bound to haemoglobin within red blood cells,oxygen is transported as bicarbonate after reacting with water to form car- bonic acid,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.983,Chapter 1 - Chemicals,"bodi, of, oxygen, the, the bodi, transport",,,0.000,,
Which structures constitute the “upper respiratory tract”?,"nose, pharynx and larynx","larynx, epiglottis and bronchi","trachea, bronchi and bronchioles","terminal bronchioles, alveoli and pleurae",A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.630,Chapter 1 - Chemicals; Chapter 9 - Respiratory System,"structure, the",,,0.000,,
The lists below include of four respiratory tract structures. Which list has them in the order that inhaled air would pass through them on the way to the lungs?,"glottis, pharynx, conchae, trachea","nares, pharynx, larynx, conchae","conchae, pharynx, larynx, trachea","pharynx, conchae, trachea, glottis",C,,,,,,,,,,,,,Chapter 2 - Classification,0.999,Chapter 2 - Classification,"REGEX:\b(binomial|genus|species|kingdom|phylum|order|family|taxonomy|vertebrate|invertebrate)\b, in, include, of, on, order, the, them, to, to the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),1.000,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"REGEX:\b(binomial|genus|species|kingdom|phylum|order|family|taxonomy|vertebrate|invertebrate)\b, include, of, the, to"
What passes through the foramina of the cribriform plate of the ethmoid bone?,inhaled air on its way through the nose.,tubes that drain the sinuses of the facial bones.,nerve ﬁ bres associated with the sense of smell.,blood vessels that supply the nasal mucosa.,C,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.986,Chapter 16 - Endocrine System,"of, of the, the",,,0.000,,
What function is served by the goblet/mucus cells of the bronchial “tree”?,they trap small inhaled particles.,they secrete mucus onto the surface of the airways,they increase the surface area available for gas exchange.,they move mucus up the bronchial tree.,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.992,Chapter 1 - Chemicals,"REGEX:\b(alveol\w+|bronch\w+|diaphragm|haemoglobin|hemoglobin)\b, by, cell, function, is, of, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.998,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"REGEX:\b(alveol\w+|bronch\w+|diaphragm|haemoglobin|hemoglobin)\b, by, cell, is, of, the"
The central chemoreceptors in the brain stem increase breathing rate in response to which stimulus?,an increase in CO 2 concentration in the CSF,an increase in CO 2 and H + concentration in the CSF,a decrease in O 2 concentration in the CSF,a decrease in O 2 concentration in the blood,B,,,,,,,,,,,,,Chapter 9 - Respiratory System,0.974,Chapter 9 - Respiratory System; Chapter 16 - Endocrine System; Chapter 1 - Chemicals,"breath, breath rate, in, increase, rate, to",,,0.000,,
"In what form is the majority of carbon dioxide that is generated by cellular respiration, transported to the lungs?",as dissolved carbon dioxide in the blood plasma.,bound to haemoglobin in red blood cells.,as carbonic acid inside red blood cells.,as bicarbonate ions in the blood plasma.,D,,,,,,,,,,,,,Chapter 9 - Respiratory System,1.000,Chapter 9 - Respiratory System,"by, carbon, carbon dioxide, cellular, cellular respiration, dioxide, in, is, lung, of, respiration, to, transport",,,0.000,,
